Name,Fulladdress,Street,Municipality,Categories,Phone,Phones,Claimed,Review Count,Average Rating,Review URL,Google Maps URL,Latitude,Longitude,Website,Domain,Opening hours,Featured image,Cid,Place Id,Kgmid,Plus code,Google Knowledge URL,Email,Social Medias,Facebook,Instagram,Twitter,Yelp,Has_Website,Has_Instagram,Has_Phone,Popularity_Score,Digital_Score,Opportunity_Score,Business_Segment
Fashion Boutique,"Gali No. 2, Infront Of Mahakal Restaurant, Sector D, Vijay Nagar, Part II, Scheme 78, Vijay Nagar, Indore, Madhya Pradesh 452010",Gali No. 2,Infront Of Mahakal Restaurant,Boutique,i-BNatDKC5CPseMP1ZCyyQs,,NO,0.0,,,https://www.google.com/maps?cid=1810115754466925700,22.7651089,75.88946059999999,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_Zk6w09FgWMvilpUg7AQNg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=187.07698&pitch=0&thumbfov=100,1810115754466925700,ChIJdSe1k7ACYzkRhNxWM7DSHhk,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,0,1,1,0.0,50,0.0,Low Priority
MORNI FASHION (VIJAY NAGAR),"1st Floor, Princes Business Skypark, 101, opp. Orbit Mall, Vijay Nagar, Indore, Madhya Pradesh 452010","1st Floor, Princes Business Skypark",101,"Boutique,Clothing store,Bridal shop,Designer Clothing Store,Dress store,Fashion designer,Plus Size Clothing Store,Saree Shop",0731 402 0861,"0731 402 0861, +91 731 402 0861",YES,553.0,4.3,https://search.google.com/local/reviews?placeid=ChIJhVGxH1T9YjkRDIljeMNZco0&q=designer+boutique+in+vijay+nagar++indore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=10192307602766137612,22.7458507,75.8930609,,,"Wednesday:[11 am–9 pm], Thursday:[11 am–9 pm], Friday:[11 am–9 pm], Saturday:[11 am–9 pm], Sunday:[11 am–9 pm], Monday:[11 am–9 pm], Tuesday:[11 am–9 pm]",https://lh3.googleusercontent.com/gps-cs-s/APNQkAG3rREwiSW28oFArqUreG2ne1cYY2HVMR0dk6RRoVzQyD4B6H_mV85RbxpvdYdk1boTeNw1Dt9JV8R-Y-8KQba5KgCxahPXPUTTx5Nqv-1eOZwGbNOsBEHF6_kTIKDiFlpYU_u7iplxK9M=w80-h106-k-no,10192307602766137612,ChIJhVGxH1T9YjkRDIljeMNZco0,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,0,1,1,27.16380815301332,50,69.69,Growth Potential
De Maniére boutique by Swarna,"BG 144/74c, Vijay Nagar Main Rd, Scheme No 74C, Scheme No 54, Indore, Madhya Pradesh 452010","BG 144/74c, Vijay Nagar Main Rd","Scheme No 74C, Scheme No 54",Women's clothing store,098933 00047,"098933 00047, +91 98933 00047",YES,93.0,4.8,https://search.google.com/local/reviews?placeid=ChIJQy2uMQADYzkRVvuSvfIoXmk&q=designer+boutique+in+vijay+nagar++indore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=7592551044820958038,22.7583283,75.8907114,https://www.instagram.com/boutique_swarna?igsh=MTc1eTY3Mm1xMzlpbg==,instagram.com,"Wednesday:[11:30 am–7 pm], Thursday:[11:30 am–7 pm], Friday:[11:30 am–7 pm], Saturday:[11:30 am–7 pm], Sunday:[Closed], Monday:[11:30 am–7 pm], Tuesday:[11:30 am–7 pm]",https://lh3.googleusercontent.com/gps-cs-s/APNQkAGHszVAi3EAKUVkUDapSpVrbH3HC1ZvaP7eVhy8WuutTESG6pJVZXSE_9OAiFKg-tT2a2Mh883GRxX-qYXXKVbDSaLQsKdkt1rJObNPAuEEElT5u6UQjywaB2RGUGzw6n3lVXhSIwkpRkZi=w122-h92-k-no,7592551044820958038,ChIJQy2uMQADYzkRVvuSvfIoXmk,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,1,1,1,21.807814954896017,100,0.0,Digital Leader
Vastram Boutique,"Sch No. 74C, CH 200, Brilliant Convention Road, near Prestige Engineering College, Vijay Nagar, Scheme No 74, Indore, Madhya Pradesh 452010",Sch No. 74C,"CH 200, Brilliant Convention Road","Fashion designer,Boutique,Designer Clothing Store",070000 86531,"070000 86531, +91 70000 86531",YES,32.0,4.9,https://search.google.com/local/reviews?placeid=ChIJRUN6t3r9YjkRlY8yRLuGfb8&q=designer+boutique+in+vijay+nagar++indore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=13798332972194238357,22.7592573,75.8867406,,,"Wednesday:[11 am–9 pm], Thursday:[11 am–9 pm], Friday:[11 am–9 pm], Saturday:[11 am–9 pm], Sunday:[Closed], Monday:[11 am–9 pm], Tuesday:[11 am–9 pm]",https://lh3.googleusercontent.com/gps-cs-s/APNQkAEWWlZpaGk6XYCyGoeRtjJjBKrs48k7vADDFkJ2lJuJanzRWtgJf1IloVaf3UWsiJK455AZR84AZ2zs4hek8Cy8iM63AKf60uWW6k2swBvrPcuMwpwgsrc6h9AXJ78mj-ReOyh0ug=w80-h106-k-no,13798332972194238357,ChIJRUN6t3r9YjkRlY8yRLuGfb8,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,0,1,1,17.132887051185755,50,43.96,Growth Potential
Queeny's Boutique,"98/AG, sch. no. 54, vijay nagar, behind State Bank of Indore, Badi Bhamori, Branch, Madhya Pradesh 452010","98/AG, sch. no. 54, vijay nagar",behind State Bank of Indore,"Fashion designer,Clothing store",098262 51251,"098262 51251, +91 98262 51251",YES,19.0,4.4,https://search.google.com/local/reviews?placeid=ChIJuboC3qsCYzkRNbSHce1tTbA&q=designer+boutique+in+vijay+nagar++indore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=12703930990461432885,22.7548215,75.89441269999999,,,"Wednesday:[10 am–7 pm], Thursday:[10 am–7 pm], Friday:[10 am–7 pm], Saturday:[10 am–7 pm], Sunday:[Closed], Monday:[10 am–7 pm], Tuesday:[10 am–7 pm]",https://lh3.googleusercontent.com/gps-cs-s/APNQkAEgmYXRY8MUbx2alGzUcDnzk_CELdgnj40JwPS_dKB5iEtR-nCfxMDAaeWR3jruq8732LVcVxbabxFFfYwRXAn1S2R2GkzcKhQu_wmVUh6ZxKsna33-b0Sozj7dvc-W_-hMzWw=w122-h92-k-no,12703930990461432885,ChIJuboC3qsCYzkRNbSHce1tTbA,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,0,1,1,13.181222003637561,50,33.82,Low Priority
Attractive the boutique by Ruchi chouhan,"Lg-6b, BCM Heights, Vijay Nagar, Scheme No 54, Indore, Madhya Pradesh 452010",Lg-6b,BCM Heights,Clothing store,079875 99243,"079875 99243, +91 79875 99243",YES,44.0,4.8,https://search.google.com/local/reviews?placeid=ChIJV7QO4BkdYzkR4WXLRQtg5Zo&q=designer+boutique+in+vijay+nagar++indore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=11161432853039506913,22.7538711,75.9002022,,,"Wednesday:[11 am–9 pm], Thursday:[11 am–9 pm], Friday:[11 am–9 pm], Saturday:[11 am–9 pm], Sunday:[11 am–9 pm], Monday:[11 am–9 pm], Tuesday:[11 am–9 pm]",https://lh3.googleusercontent.com/gps-cs-s/APNQkAHplLrUFRozVsTg7TS2Kfg2Mgo-PnC3hrj_c3u3ffzMJiMZJmKfCRtlGdTExyRp2dtsevZEgZDOukaXO8cRruRN30KhFX7AdHkXx6lyRIoFce2blPq9QJSKi4GPyUluygyiaeJNbUJeqHE=w80-h106-k-no,11161432853039506913,ChIJV7QO4BkdYzkR4WXLRQtg5Zo,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,0,1,1,18.271979950897535,50,46.88,Growth Potential
HEER'S CREATION,"FH210, opp. Meghdoot Garden, Vijay Nagar, Scheme No 54, Indore, Madhya Pradesh 452010",FH210,opp. Meghdoot Garden,"Boutique,Clothing store,Designer Clothing Store,Dress store",093000 75980,"093000 75980, +91 93000 75980",YES,42.0,5.0,https://search.google.com/local/reviews?placeid=ChIJvxLOPc0DYzkRW_LDuGExxTk&q=designer+boutique+in+vijay+nagar++indore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=4162787726355329627,22.75521,75.8968202,,,"Wednesday:[10 am–10 pm], Thursday:[10 am–10 pm], Friday:[10 am–10 pm], Saturday:[10 am–10 pm], Sunday:[10 am–10 pm], Monday:[10 am–10 pm], Tuesday:[10 am–10 pm]",https://lh3.googleusercontent.com/gps-cs-s/APNQkAEVE_PKe5vMBboppxfkSoQHCQ46EbB34rvABs2uxv-7CBJe42zGnoOJAuG7aVQhiZNUmtXNmeiEsVZoAC2TFYK3ZREY080Yeym-Va2agz0-n2CfZWZeAMg0j5-jPrv23xmi069vysgLGxPL=w80-h106-k-no,4162787726355329627,ChIJvxLOPc0DYzkRW_LDuGExxTk,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,0,1,1,18.806000578467813,50,48.25,Growth Potential
Glam Fashion Hanger,"Glam fashion hanger, shree krishna Dairy, 54, main road, opposite patel bakery road, Vijay Nagar, Indore, Madhya Pradesh 452010",Glam fashion hanger,shree krishna Dairy,"Clothing Accessories Store,Designer Clothing Store,Full dress rental service,Manufacturer",095169 06078,"095169 06078, +91 95169 06078",YES,24.0,4.2,https://search.google.com/local/reviews?placeid=ChIJTxJM3kcDYzkR6HZB4r_V80g&q=designer+boutique+in+vijay+nagar++indore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=5256780210182911720,22.7541915,75.892496,http://www.glamfashionhanger.com/,glamfashionhanger.com,"Wednesday:[8 am–11 pm], Thursday:[8 am–11 pm], Friday:[8 am–11 pm], Saturday:[8 am–11 pm], Sunday:[8 am–11 pm], Monday:[8 am–11 pm], Tuesday:[8 am–11 pm]",https://lh3.googleusercontent.com/gps-cs-s/APNQkAG2KaUCaM9wCJDA7zlcWmuUjPoFTh2zTVw7OuY7cJfZIu3Mt2Q2JVgm1rFw8UcAKL7-XwmDDch6VWf1S3BeMv5LJVF--BVOE_yhS3bvWK2sTP4aa1vmdTuyKP8WpAIEgVhRMwHQ4voNk9c=w122-h92-k-no,5256780210182911720,ChIJTxJM3kcDYzkR6HZB4r_V80g,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,1,1,1,13.519278464446442,100,0.0,Digital Leader
LS Boutique | Tailoring | Fashion academy (Best Boutique services | Luxury Clothing Designer | Custom Made Fashion,"382 A, Sector A, Mahalaxmi Nagar, Indore, Madhya Pradesh 452010",382 A,"Sector A, Mahalaxmi Nagar",Boutique,079878 65948,"079878 65948, +91 79878 65948",YES,59.0,4.6,https://search.google.com/local/reviews?placeid=ChIJW6yEm40dYzkRL9RM0tlDQIA&q=designer+boutique+in+vijay+nagar++indore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=9241461038179472431,22.7534627,75.9112379,https://www.instagram.com/label_shailindri?igsh=MXJtdGxkMmRjMzlwYg==,instagram.com,"Wednesday:[9 am–10 pm], Thursday:[9 am–10 pm], Friday:[9 am–10 pm], Saturday:[9 am–10 pm], Sunday:[9 am–10 pm], Monday:[9 am–10 pm], Tuesday:[9 am–10 pm]",https://lh3.googleusercontent.com/gps-cs-s/APNQkAGnw4EVlHSS89ZkdCP77wF2W67E4CtTjtjTNTa3s7qK1UfmywDOYcRSzBM0cHJ9_DhyuxUiqfYAxlG1qqsnGMLXOZdzdK0LAgQujkDB9c9-g826Wiudtx4pnKjuXCAQCgRjWlOO_5cmPUd0=w80-h106-k-no,9241461038179472431,ChIJW6yEm40dYzkRL9RM0tlDQIA,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,1,1,1,18.83398498622166,100,0.0,Digital Leader
Aditi's Wardrobe,"sanchit aapt, 101, Scheme 78, Vijay Nagar, Indore, Madhya Pradesh 452010",sanchit aapt,101,Boutique,-NVNarnYBLjRwcsPvJKW4QQ,,YES,17.0,5.0,https://search.google.com/local/reviews?placeid=ChIJxZwLGyQDYzkRSkSuN176jV8&q=designer+boutique+in+vijay+nagar++indore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=6885434687887393866,22.7659696,75.89316509999999,,,"Wednesday:[8 am–9:30 pm], Thursday:[8 am–9:30 pm], Friday:[8 am–9:30 pm], Saturday:[8 am–9:30 pm], Sunday:[8 am–10 pm], Monday:[8 am–9:30 pm], Tuesday:[8 am–9:30 pm]",https://lh3.googleusercontent.com/gps-cs-s/APNQkAHzQH7PQ06YqW22uyryS7zoCNwXxczglFPI7DID61-CpnHgGKQ4KjPvpXpjf-yKSa7vLj4fJYWNgTa9nFZVHsBfaZrjulaPfg5wVJSWB40SLNcmLe2c-0wx_BEk41zZh-c-jAVu0HTlgrkg=w80-h122-k-no,6885434687887393866,ChIJxZwLGyQDYzkRSkSuN176jV8,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,0,1,1,14.451858789480823,50,37.08,Low Priority
Isha Boutique The Designer Hub,"228, Vijay Nagar, Scheme No 54, Indore, Madhya Pradesh 452010",228,"Vijay Nagar, Scheme No 54",Fashion designer,-NVNarnYBLjRwcsPvJKW4QQ,,YES,1.0,5.0,https://search.google.com/local/reviews?placeid=ChIJ0c6yEj0DYzkR7KHjYyXRkJQ&q=designer+boutique+in+vijay+nagar++indore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=10705286272779526636,22.7545775,75.8862109,https://isha-boutique-the-designer-hub.ueniweb.com/?utm_campaign=gmb,ueniweb.com,"Wednesday:[10 am–7 pm], Thursday:[10 am–7 pm], Friday:[10 am–7 pm], Saturday:[10 am–7 pm], Sunday:[Closed], Monday:[10 am–7 pm], Tuesday:[10 am–7 pm]",https://lh3.googleusercontent.com/gps-cs-s/APNQkAEn0RYHfLoZXc6yZ3r8t0kGMcOJQC7Zscnx7ymeWJH6vjy7BRftblTQf5r2ddCLl1cNItvq1GSlvNsMnXytrqIDf2Pd837OTPRXnLhMrmt9gCLfJEnCMpY3XfmiUcL0jdo6XDg=w80-h98-k-no,10705286272779526636,ChIJ0c6yEj0DYzkR7KHjYyXRkJQ,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,1,1,1,3.4657359027997265,100,0.0,Digital Leader
Pratibha Boutique,"1/1, AB Rd, Vijay Nagar, Indore, Madhya Pradesh 452010","1/1, AB Rd",Vijay Nagar,"Boutique,Designer Clothing Store",086027 88813,"086027 88813, +91 86027 88813",YES,2.0,3.0,https://search.google.com/local/reviews?placeid=ChIJI0M1otUDYzkRI-3iL4M4Lo0&q=designer+boutique+in+vijay+nagar++indore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=10173130744371801379,22.7536842,75.8950742,https://instagram.com/pratibha_02_boutique_,instagram.com,"Wednesday:[11 am–8 pm], Thursday:[11 am–8 pm], Friday:[11 am–8 pm], Saturday:[11 am–8 pm], Sunday:[1 am–6 pm], Monday:[11 am–8 pm], Tuesday:[11 am–8 pm]",https://lh3.googleusercontent.com/gps-cs-s/APNQkAH8yvQZcq0a-3HF1TBNMJzVWQxKPyGo4mNYxvOQ9-o-kMk0YQt7300BYOtMMgBCn-MXXqqfL01LVTJHY_bd8apTzTfhiYGEyCBAzg70u9KoylpjqL-nRYc8yo7inXvOEnw5hTtO=w106-h92-k-no,10173130744371801379,ChIJI0M1otUDYzkRI-3iL4M4Lo0,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,1,1,1,3.295836866004329,100,0.0,Digital Leader
Tamaraa By Tahani | Luxury Designer Clothing Store,"Gate no. 2, Gold Plaza, A-309, above Passport Office, Apollo DB City, Nipania, Indore, Madhya Pradesh 452010",Gate no. 2,Gold Plaza,Designer Clothing Store,096910 03960,"096910 03960, +91 96910 03960",YES,95.0,4.5,https://search.google.com/local/reviews?placeid=ChIJO4TRgpD9YjkRw3U8ebGhaX4&q=designer+boutique+in+vijay+nagar++indore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=9108989504948827587,22.7593236,75.92375539999999,http://www.tamaraabytahani.com/,tamaraabytahani.com,"Wednesday:[11 am–9 pm], Thursday:[11 am–9 pm], Friday:[11 am–9 pm], Saturday:[11 am–9 pm], Sunday:[11 am–8 pm], Monday:[11 am–9 pm], Tuesday:[11 am–9 pm]",https://lh3.googleusercontent.com/gps-cs-s/APNQkAG-jX5mjhGjNORz7HBySYbrEdEndb9wXaxvVAOFrWM1gQ45wvnshzKn8ibcQiYxeOmDEGRNjCob3dgK96rsecm0vogsSbu2oIeen9CmgDCVfR3lOW1F2cegM_l6zUUDlJoCodP2lo8Q-O-6=w138-h92-k-no,9108989504948827587,ChIJO4TRgpD9YjkRw3U8ebGhaX4,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,1,1,1,20.539566861605262,100,0.0,Digital Leader
Jaiswal Fashion Matching & Boutique and saree centre,"near by tempo stand, Sector D, Slice 1, Part II, Scheme 78, Vijay Nagar, Indore, Madhya Pradesh 452010",near by tempo stand,"Sector D, Slice 1, Part II, Scheme 78, Vijay Nagar",Haute couture fashion house,096915 79496,"096915 79496, +91 96915 79496",YES,11.0,5.0,https://search.google.com/local/reviews?placeid=ChIJu_UHihsDYzkRoDRIss_rLUs&q=designer+boutique+in+vijay+nagar++indore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=5417245204078408864,22.7661675,75.89196009999999,,,"Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours], Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours]",https://lh3.googleusercontent.com/gps-cs-s/APNQkAGJb69a8bFc0VlDNaoRM83y9p-T42IpLyd2lq-KipsJzbwug0FAVDUVMpWLDAbpJfsw6CPtOPrUyxTSTiLTtt9Z9KCm_VvCHv4uUwAwu8Nqz8KtgHz9_73gXibbFAkz8Pg5EsQaZRnHIePw=w80-h106-k-no,5417245204078408864,ChIJu_UHihsDYzkRoDRIss_rLUs,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,0,1,1,12.424533248940001,50,31.88,Low Priority
The Peacock Boutique,"Phoenix Township, 951, Vijay Nagar, Indore, Madhya Pradesh 452010",Phoenix Township,951,Boutique,EdZNasOtCrqdseMPnIuusQ0,,YES,22.0,5.0,https://search.google.com/local/reviews?placeid=ChIJde193rEDYzkRhjIFe_hFhOw&q=designer+boutique+in+vijay+nagar++indore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=17042823823394943622,22.7906634,75.8918271,https://www.thepeacockboutique.in/,thepeacockboutique.in,"Wednesday:[10 am–10 pm], Thursday:[10 am–10 pm], Friday:[10 am–10 pm], Saturday:[10 am–10 pm], Sunday:[Closed], Monday:[10 am–10 pm], Tuesday:[10 am–10 pm]",https://lh3.googleusercontent.com/gps-cs-s/APNQkAFlJGdFnEz0jRmaasTkjAprda0ORqqJNg3NO27Pc2_w8ncvvxxJTmfx9OvbUeT_EliLtff_sPkHHSshrwZPVT1Ylzg7170BmRbFdT2sQWeVseUwmMHqL7vvfv7IRiErxNOh_kcey8YTwfZ5=w106-h92-k-no,17042823823394943622,ChIJde193rEDYzkRhjIFe_hFhOw,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,1,1,1,15.677471079645748,100,0.0,Digital Leader
Sanskriti Boutique,"9, Vijay Nagar, Scheme No 54, Indore, Madhya Pradesh 452010",9,"Vijay Nagar, Scheme No 54",Boutique,EdZNasOtCrqdseMPnIuusQ0,,NO,7.0,4.4,https://search.google.com/local/reviews?placeid=ChIJha5RDAADYzkRrIGQRB7nqXE&q=designer+boutique+in+vijay+nagar++indore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=8190331514535313836,22.7537672,75.890844,,,"Wednesday:[10 am–8 pm], Thursday:[10 am–8 pm], Friday:[10 am–8 pm], Saturday:[10 am–8 pm], Sunday:[Closed], Monday:[10 am–8 pm], Tuesday:[10 am–8 pm]",https://lh3.googleusercontent.com/gps-cs-s/APNQkAEK-gpxNpaL6d3jlaIXAu64CQEhpegJd-MthrosLzXsMqguPqhnf0iua0mpNU8K--0glCEwrkwOTtq8o5W0-y7h4trcAWP6k1eOLeRpbm9gyoTQBAH-c4rx8VzT5NUdUY_UW4mX=w122-h92-k-no,8190331514535313836,ChIJha5RDAADYzkRrIGQRB7nqXE,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,0,1,1,9.149542783391277,50,23.47,Low Priority
Kanha Designer Boutique,"99-A, Sector A, Mahalaxmi Nagar, Indore, Madhya Pradesh 452010",99-A,"Sector A, Mahalaxmi Nagar",Boutique,078919 60178,"078919 60178, +91 78919 60178",YES,11.0,4.6,https://search.google.com/local/reviews?placeid=ChIJ0aGN084DYzkR7IdI5qxoGaE&q=designer+boutique+in+vijay+nagar++indore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=11608424606331340780,22.7558581,75.9078584,,,"Wednesday:[11 am–9 pm], Thursday:[11 am–9 pm], Friday:[11 am–9 pm], Saturday:[11 am–9 pm], Sunday:[Closed], Monday:[11 am–9 pm], Tuesday:[11 am–9 pm]",https://lh3.googleusercontent.com/gps-cs-s/APNQkAGOqAeURWThivpXo-LuTx_cAIkxEVGr_uXGEYk74kVBmHmHKWdaTamM8x10OlTeCTVV-49JthkzBxyst3o8S3tB6Wd88Z0jXESPTlp_E0l_4Qxdq6oAISbEZmNmh1B-kl6WVa8=w103-h92-k-no,11608424606331340780,ChIJ0aGN084DYzkR7IdI5qxoGaE,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,0,1,1,11.4305705890248,50,29.33,Low Priority
Crmson by Nancy Sood,"Bg 154, SICA School Rd, Vijay Nagar, Scheme No 74, Indore, Madhya Pradesh 452010","Bg 154, SICA School Rd","Vijay Nagar, Scheme No 74",Designer Clothing Store,062681 27878,"062681 27878, +91 62681 27878",YES,32.0,5.0,https://search.google.com/local/reviews?placeid=ChIJleTH-q4CYzkRhf3nC6f-UIU&q=designer+boutique+in+vijay+nagar++indore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=9606457998594014597,22.7578969,75.8917871,http://www.nancysood.com/,nancysood.com,"Wednesday:[11 am–7 pm], Thursday:[11 am–7 pm], Friday:[11 am–7 pm], Saturday:[11 am–7 pm], Sunday:[Closed], Monday:[11 am–7 pm], Tuesday:[11 am–7 pm]",https://lh3.googleusercontent.com/gps-cs-s/APNQkAG1WmGkiIBekM3SuMueZfj-ov5amq4TGCGdMCWX_uuZrH36hpvm0wJmjzT7iuDGjGcb5UOdR8_dddiOPtFKUeovcBiEUowL1KYclvnQHUd4i5KfZeyEE-jRm6jtj0haKkI_dWuu=w80-h94-k-no,9606457998594014597,ChIJleTH-q4CYzkRhf3nC6f-UIU,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,1,1,1,17.482537807332402,100,0.0,Digital Leader
Vihaan,"J3 Jr, Christian Eminent School, LIG Main Rd, HIG Colony, Behid, Madhya Pradesh 452011",J3 Jr,Christian Eminent School,Clothing store,0731 255 4205,"0731 255 4205, +91 731 255 4205",YES,72.0,4.4,https://search.google.com/local/reviews?placeid=ChIJ4SpIhE_9YjkRS8E5euuPbVg&q=boutiques+in+LIG+indore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=6371907289329811787,22.7380289,75.8876495,,,"Wednesday:[11 am–8 pm], Thursday:[11 am–8 pm], Friday:[11 am–8 pm], Saturday:[11 am–8 pm], Sunday:[Closed], Monday:[11 am–8 pm], Tuesday:[11 am–8 pm]",https://lh3.googleusercontent.com/gps-cs-s/APNQkAFcn2xqbyi5-ORQZ3EK6vkJKwz56S1f4k-_daqBpKzOabGASiMiqREEhcgTCe8H0uXV_AWC0ONdyiCsFnXioQ02yEzuOB8x72IZRs0k2sXtWnrWRRA4xC0dp4ik_tZzsYSzZ59Z=w137-h92-k-no,6371907289329811787,ChIJ4SpIhE_9YjkRS8E5euuPbVg,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,0,1,1,18.87802154105292,50,48.43,Growth Potential
